AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,eyeDetection
0.7302561960220264,-0.0119769702185946,1.1594693724152438,1.2139665082779594,0.49436852935672193,-1.8110387966566956,1.1361334174033468,1.3561522406603184,1.1443991560531668,0.35534173642703903,0.3644401715166906,0.06340675452414798,0.883421627613876,0.8379185182027801,0
0.6087147829608974,-0.16436019897227816,1.3734861577858986,1.2380738877699295,0.019596530345424187,-1.7834039052202229,1.1608386543270321,1.2450655778707302,0.5193753544981812,-0.23307645409010047,0.2194532023536548,0.01326842373980177,0.792015828845358,0.5857769463085202,0
0.6896545092293697,-0.09659759182584207,1.4443618464475847,1.6015753550114233,-0.2770636834095086,-1.9470874929591897,1.1361334174033468,0.7753739114156063,0.348712827123188,-0.463652538923784,0.1782591331207239,0.13910580296322475,0.6703392785366299,0.7184422041359408,0
0.7168101828634372,0.07264365138865286,1.492075545350546,1.5774679755194532,0.10865242297360664,-2.0018258356121437,1.1608386543270321,0.802875949290717,0.8889594641055681,0.2016243465379167,0.34384313690024354,0.4163412790647566,0.7768804530752664,0.9041218437462853,0
0.5140653962169708,-0.16436019897227816,0.9218273574907639,1.4559856906286102,0.22720085147217453,-1.7563004540036933,0.9655722624877423,0.05600688150614644,0.0644599812032724,0.07385924325342838,0.3022452042434146,0.08896747217887854,0.6552039027665113,0.7316311478965692,0
0.4734637094243141,-0.2830273988043089,0.7555242710231127,1.3831908584372037,0.10865242297360664,-1.8923491503062357,0.7950111075721379,0.0010028057559249147,0.6047066181856525,-0.23307645409010047,-0.04951983793207174,-0.465995032286832,0.5637981039979933,0.43992274472044746,0
0.6356068092781237,-0.09659759182584207,0.6605601130123324,0.9714746322117696,0.13814495884399208,-1.9741909441757193,0.673385325793887,-0.05454052563886912,0.2351225085782151,-0.053905860031014545,-0.25670177436838354,-0.6169015769023833,0.4723923052294754,0.49293712650334787,0
0.6490528224367129,0.03892762246701509,0.565595955001552,0.8017775883369862,0.19770831560178911,-1.9199840417426604,0.8681766169231383,-0.41368478494897754,-0.7594854025842583,-0.07985814663569396,-0.0083257686991041,-0.26396705236173007,0.6246363791523709,0.7316311478965692,0
0.6490528224367129,0.05578563692784149,0.5892211845554616,0.9227871795123331,0.13814495884399208,-2.0018258356121437,0.9413421262741172,-0.38618274707386674,-0.3899012929768209,-0.1307645549755757,0.4266351387899666,-0.062430624699275,0.929124526998135,0.8244709677017416,0
0.6490528224367129,0.03892762246701509,0.3992928685339009,0.9714746322117696,0.04908906621580962,-2.164977983131216,0.6976154620075339,0.0010028057559249147,0.26338156343571667,-0.1307645549755757,0.34384313690024354,-0.31459693540867845,0.7614483052312175,0.5459515082862482,0
